,Unit Id,School,Applicatin_Status,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
4271,230728,Utah State University,Percent of admitted who enrolled,32.9%,30.6%,32.1%,30.4%,32.4%,43.7%,46.8%,47.0%,45.1%,47.6%,48.1%,50.9%,47.1%,48.6%,48.6%,52.5%,52.9%
4272,230737,Utah Valley University,Reporting period,,,,,,,,,,,,,,,,,
4273,230737,Utah Valley University,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4274,230737,Utah Valley University,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4275,230737,Utah Valley University,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4276,230737,Utah Valley University,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4277,230737,Utah Valley University,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4278,230764,University of Utah,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2006,Fall 2005,Fall 2004,Fall 2004,Fall 2003,Fall 2002
4279,230764,University of Utah,Number of applicants,23096,22400,14308,12174,10991,11354,11118,9545,8364,7890,7244,6557,6701,6251,6251,5842,5802
4280,230764,University of Utah,Number admitted,15441,14818,10934,9913,8949,9281,9187,7941,6931,6318,5873,5962,5702,5403,5403,5036,5221
4281,230764,University of Utah,Number admitted who enrolled,4256,4119,3601,3410,3158,3124,3494,3268,3110,3748,2642,2838,2462,2769,2769,2653,2350
4282,230764,University of Utah,Percent of applicants admitted,66.9%,66.2%,76.4%,81.4%,81.4%,81.7%,82.6%,83.2%,82.9%,80.1%,81.1%,90.9%,85.1%,86.4%,86.4%,86.2%,90.0%
4283,230764,University of Utah,Percent of admitted who enrolled,27.6%,27.8%,32.9%,34.4%,35.3%,33.7%,38.0%,41.2%,44.9%,59.3%,45.0%,47.6%,43.2%,51.2%,51.2%,52.7%,45.0%
4284,230782,Weber State University,Reporting period,,,,,,,,,,,,,,,,,
4285,230782,Weber State University,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4286,230782,Weber State University,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4287,230782,Weber State University,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4288,230782,Weber State University,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4289,230782,Weber State University,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
4314,231174,University of Vermont,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4315,231174,University of Vermont,Number of applicants,21263,21991,22476,25274,24233,22381,21808,22342,22317,22365,21062,18814,17731,13015,11384,10456,9776
4316,231174,University of Vermont,Number admitted,14365,14777,15495,17907,17797,17357,16716,16841,15752,15856,13651,13079,11531,10439,8696,7792,6991
4317,231174,University of Vermont,Number admitted who enrolled,2531,2642,2496,2400,2310,2495,2372,2423,2472,2619,2468,2464,2190,2394,1960,1925,1841
4318,231174,University of Vermont,Percent of applicants admitted,67.6%,67.2%,68.9%,70.9%,73.4%,77.6%,76.7%,75.4%,70.6%,70.9%,64.8%,69.5%,65.0%,80.2%,76.4%,74.5%,71.5%
4319,231174,University of Vermont,Percent of admitted who enrolled,17.6%,17.9%,16.1%,13.4%,13.0%,14.4%,14.2%,14.4%,15.7%,16.5%,18.1%,18.8%,19.0%,22.9%,22.5%,24.7%,26.3%
4356,232186,George Mason University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4357,232186,George Mason University,Number of applicants,19557,18993,15548,18987,22532,20805,14703,17548,17229,13732,12943,13563,11023,10332,10097,9768,8842
4358,232186,George Mason University,Number admitted,15852,15446,12592,15138,15017,12905,9667,9263,8901,8691,8112,7467,6720,7110,6925,6459,5826
4359,232186,George Mason University,Number admitted who enrolled,3711,3489,3214,3181,3080,3011,2694,2665,2604,2656,2549,2229,2435,2538,2262,2251,2225
4360,232186,George Mason University,Percent of applicants admitted,81.1%,81.3%,81.0%,79.7%,66.6%,62.0%,65.7%,52.8%,51.7%,63.3%,62.7%,55.1%,61.0%,68.8%,68.6%,66.1%,65.9%
4361,232186,George Mason University,Percent of admitted who enrolled,23.4%,22.6%,25.5%,21.0%,20.5%,23.3%,27.9%,28.8%,29.3%,30.6%,31.4%,29.9%,36.2%,35.7%,32.7%,34.9%,38.2%
4362,232423,James Madison University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4363,232423,James Madison University,Number of applicants,23149,21100,21304,21439,22550,22648,22349,22221,20963,19245,18352,17765,16388,15013,15056,15639,14114
4364,232423,James Madison University,Number admitted,16467,15867,15366,15559,14823,14394,13706,13307,12872,12522,11660,11137,11094,9472,9404,9048,9080
4365,232423,James Madison University,Number admitted who enrolled,4541,4669,4505,4408,4364,4325,4029,4001,3952,7913,3867,3748,3798,3285,3388,3283,3249
4366,232423,James Madison University,Percent of applicants admitted,71.1%,75.2%,72.1%,72.6%,65.7%,63.6%,61.3%,59.9%,61.4%,65.1%,63.5%,62.7%,67.7%,63.1%,62.5%,57.9%,64.3%
4367,232423,James Madison University,Percent of admitted who enrolled,27.6%,29.4%,29.3%,28.3%,29.4%,30.0%,29.4%,30.1%,30.7%,63.2%,33.2%,33.7%,34.2%,34.7%,36.0%,36.3%,35.8%
4368,232566,Longwood University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4369,232566,Longwood University,Number of applicants,5162,4873,5282,4716,4593,4055,4167,4080,4402,4301,4199,4352,4016,3369,3402,3622,3224
4370,232566,Longwood University,Number admitted,4601,4475,3906,3721,3349,3299,3234,3044,3207,2995,2879,2872,2698,2574,2574,2441,2200
4371,232566,Longwood University,Number admitted who enrolled,1007,1053,950,1036,1103,1111,1032,1074,1012,1011,1054,989,991,958,980,880,879
4372,232566,Longwood University,Percent of applicants admitted,89.1%,91.8%,73.9%,78.9%,72.9%,81.4%,77.6%,74.6%,72.9%,69.6%,68.6%,66.0%,67.2%,76.4%,75.7%,67.4%,68.2%
4373,232566,Longwood University,Percent of admitted who enrolled,21.9%,23.5%,24.3%,27.8%,32.9%,33.7%,31.9%,35.3%,31.6%,33.8%,36.6%,34.4%,36.7%,37.2%,38.1%,36.1%,40.0%
4386,232937,Norfolk State University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2004,Fall 2004,Fall 2003,Fall 2002
4387,232937,Norfolk State University,Number of applicants,7442,6008,4439,2445,2817,3373,4231,4125,3973,5317,4748,4595,4685,4243,4243,4627,4700
4388,232937,Norfolk State University,Number admitted,6675,5415,3795,1930,1850,2192,2847,2692,2527,3348,3238,3097,3206,3116,3116,3297,3640
4389,232937,Norfolk State University,Number admitted who enrolled,1098,1036,1039,475,571,829,1091,924,951,1211,1188,1307,1061,1010,1010,1157,1178
4390,232937,Norfolk State University,Percent of applicants admitted,89.7%,90.1%,85.5%,78.9%,65.7%,65.0%,67.3%,65.3%,63.6%,63.0%,68.2%,67.4%,68.4%,73.4%,73.4%,71.3%,77.4%
4391,232937,Norfolk State University,Percent of admitted who enrolled,16.4%,19.1%,27.4%,24.6%,30.9%,37.8%,38.3%,34.3%,37.6%,36.2%,36.7%,42.2%,33.1%,32.4%,32.4%,35.1%,32.4%
4392,232982,Old Dominion University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4393,232982,Old Dominion University,Number of applicants,13335,11159,11352,9510,9161,10201,10361,10315,10538,9902,9487,8516,7363,7073,6118,5453,6500
4394,232982,Old Dominion University,Number admitted,11600,9566,9608,7904,7502,7833,7631,7770,7314,7147,6802,6328,5098,4909,4428,4473,4531
4395,232982,Old Dominion University,Number admitted who enrolled,3176,2938,2756,2956,2795,2943,2708,2750,2667,2756,2810,2571,2100,2092,1955,2058,1756
4396,232982,Old Dominion University,Percent of applicants admitted,87.0%,85.7%,84.6%,83.1%,81.9%,76.8%,73.7%,75.3%,69.4%,72.2%,71.7%,74.3%,69.2%,69.4%,72.4%,82.0%,69.7%
4397,232982,Old Dominion University,Percent of admitted who enrolled,27.4%,30.7%,28.7%,37.4%,37.3%,37.6%,35.5%,35.4%,36.5%,38.6%,41.3%,40.6%,41.2%,42.6%,44.2%,46.0%,38.8%
4398,233277,Radford University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4399,233277,Radford University,Number of applicants,14161,14620,7447,7617,7737,7774,8190,7596,7098,6166,7819,7046,6201,5792,6207,6379,6331
4400,233277,Radford University,Number admitted,10561,10866,6047,6328,6105,6088,6256,6095,5328,4384,5768,5466,4857,4719,4705,4708,2072
4401,233277,Radford University,Number admitted who enrolled,1762,1848,1751,1962,2015,1986,2053,2035,1837,1446,1875,1841,1733,1896,1829,1806,1820
4402,233277,Radford University,Percent of applicants admitted,74.6%,74.3%,81.2%,83.1%,78.9%,78.3%,76.4%,80.2%,75.1%,71.1%,73.8%,77.6%,78.3%,81.5%,75.8%,73.8%,32.7%
4403,233277,Radford University,Percent of admitted who enrolled,16.7%,17.0%,29.0%,31.0%,33.0%,32.6%,32.8%,33.4%,34.5%,33.0%,32.5%,33.7%,35.7%,40.2%,38.9%,38.4%,87.8%
4416,233921,Virginia Polytechnic Institute and State University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4417,233921,Virginia Polytechnic Institute and State University,Number of applicants,31936,27423,25000,22280,20744,19112,20191,20828,19981,21053,20615,19429,18919,17670,17845,18426,17900
4418,233921,Virginia Polytechnic Institute and State University,Number admitted,20709,19212,17718,16355,15067,13432,14210,13860,13389,14040,13485,13031,12824,12703,12771,12827,12131
4419,233921,Virginia Polytechnic Institute and State University,Number admitted who enrolled,6285,6836,5929,6324,5494,5364,5487,5221,5205,5050,5460,5122,5084,5049,4943,4948,4735
4420,233921,Virginia Polytechnic Institute and State University,Percent of applicants admitted,64.8%,70.1%,70.9%,73.4%,72.6%,70.3%,70.4%,66.5%,67.0%,66.7%,65.4%,67.1%,67.8%,71.9%,71.6%,69.6%,67.8%
4421,233921,Virginia Polytechnic Institute and State University,Percent of admitted who enrolled,30.3%,35.6%,33.5%,38.7%,36.5%,39.9%,38.6%,37.7%,38.9%,36.0%,40.5%,39.3%,39.6%,39.7%,38.7%,38.6%,39.0%
4422,234030,Virginia Commonwealth University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4423,234030,Virginia Commonwealth University,Number of applicants,16549,15248,15629,14815,13758,14156,14587,13182,12924,14292,17485,15163,13113,9836,9435,8526,7915
4424,234030,Virginia Commonwealth University,Number admitted,14273,12793,12683,11697,10366,9786,9416,9346,9180,10049,10185,9332,8627,7315,6993,6205,5853
4425,234030,Virginia Commonwealth University,Number admitted who enrolled,4529,4130,4150,3997,3531,3525,3554,3742,3554,3654,3702,3887,3502,3364,3326,3048,2738
4426,234030,Virginia Commonwealth University,Percent of applicants admitted,86.2%,83.9%,81.2%,79.0%,75.3%,69.1%,64.6%,70.9%,71.0%,70.3%,58.2%,61.5%,65.8%,74.4%,74.1%,72.8%,73.9%
4427,234030,Virginia Commonwealth University,Percent of admitted who enrolled,31.7%,32.3%,32.7%,34.2%,34.1%,36.0%,37.7%,40.0%,38.7%,36.4%,36.3%,41.7%,40.6%,46.0%,47.6%,49.1%,46.8%
4434,234085,Virginia Military Institute,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4435,234085,Virginia Military Institute,Number of applicants,1768,1718,1843,1779,2036,2012,1996,2090,1666,1725,1721,1704,1637,1811,1719,1711,1593
4436,234085,Virginia Military Institute,Number admitted,907,913,939,940,904,952,921,964,940,939,905,926,907,913,830,849,847
4437,234085,Virginia Military Institute,Number admitted who enrolled,475,447,472,453,464,502,471,475,501,488,446,463,438,391,421,436,407
4438,234085,Virginia Military Institute,Percent of applicants admitted,51.3%,53.1%,50.9%,52.8%,44.4%,47.3%,46.1%,46.1%,56.4%,54.4%,52.6%,54.3%,55.4%,50.4%,48.3%,49.6%,53.2%
4439,234085,Virginia Military Institute,Percent of admitted who enrolled,52.4%,49.0%,50.3%,48.2%,51.3%,52.7%,51.1%,49.3%,53.3%,52.0%,49.3%,50.0%,48.3%,42.8%,50.7%,51.4%,48.1%
4488,235097,Eastern Washington University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,,Fall 2001
4489,235097,Eastern Washington University,Number of applicants,8374,4446,4224,5166,4987,5204,4525,3949,3728,3713,3624,3700,4365,4099,3585,-,3095
4490,235097,Eastern Washington University,Number admitted,5311,4277,4033,4240,3710,4146,3575,3233,3069,3076,2890,3050,3602,3152,2913,-,2662
4491,235097,Eastern Washington University,Number admitted who enrolled,1780,1634,1712,1724,1642,1579,1506,1565,1469,1518,1339,1451,1637,1426,1393,-,1199
4492,235097,Eastern Washington University,Percent of applicants admitted,63.4%,96.2%,95.5%,82.1%,74.4%,79.7%,79.0%,81.9%,82.3%,82.8%,79.7%,82.4%,82.5%,76.9%,81.3%,-,86.0%
4493,235097,Eastern Washington University,Percent of admitted who enrolled,33.5%,38.2%,42.4%,40.7%,44.3%,38.1%,42.1%,48.4%,47.9%,49.3%,46.3%,47.6%,45.4%,45.2%,47.8%,-,45.0%
4608,236939,Washington State University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
4609,236939,Washington State University,Number of applicants,22773,22565,23223,19766,14887,14887,14825,13094,11604,11795,11326,10853,9314,9193,9463,9213,8932
4610,236939,Washington State University,Number admitted,17579,16487,16731,15742,12219,12219,11269,10939,8068,8995,8179,8240,7177,6793,7125,7184,6885
4611,236939,Washington State University,Number admitted who enrolled,5164,4612,4527,4727,4163,4163,4389,4176,2980,3372,3411,3477,2856,2878,3108,3032,2790
4612,236939,Washington State University,Percent of applicants admitted,77.2%,73.1%,72.0%,79.6%,82.1%,82.1%,76.0%,83.5%,69.5%,76.3%,72.2%,75.9%,77.1%,73.9%,75.3%,78.0%,77.1%
4613,236939,Washington State University,Percent of admitted who enrolled,29.4%,28.0%,27.1%,30.0%,34.1%,34.1%,38.9%,38.2%,36.9%,37.5%,41.7%,42.2%,39.8%,42.4%,43.6%,42.2%,40.5%
4668,237525,Marshall University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4669,237525,Marshall University,Number of applicants,4987,5026,4891,4911,2863,2866,3729,2912,2604,2409,2405,2305,2412,2577,2578,2830,2890
4670,237525,Marshall University,Number admitted,4519,4533,4374,4317,2191,2255,2730,2368,2324,2006,2089,1877,1982,2169,2274,2685,2674
4671,237525,Marshall University,Number admitted who enrolled,1681,1801,1889,1913,1848,1858,1911,2007,1960,1686,1692,1549,1724,1803,1934,2276,2208
4672,237525,Marshall University,Percent of applicants admitted,90.6%,90.2%,89.4%,87.9%,76.5%,78.7%,73.2%,81.3%,89.2%,83.3%,86.9%,81.4%,82.2%,84.2%,88.2%,94.9%,92.5%
4673,237525,Marshall University,Percent of admitted who enrolled,37.2%,39.7%,43.2%,44.3%,84.3%,82.4%,70.0%,84.8%,84.3%,84.0%,81.0%,82.5%,87.0%,83.1%,85.0%,84.8%,82.6%
4722,238032,West Virginia University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4723,238032,West Virginia University,Number of applicants,18639,20594,21558,15353,15604,16521,15815,14335,14229,15094,13634,12047,10957,10523,10049,9147,8786
4724,238032,West Virginia University,Number admitted,15211,14807,16411,13174,13386,14060,13415,12475,12496,13232,4731,4828,10110,9409,9281,8589,8238
4725,238032,West Virginia University,Number admitted who enrolled,4732,5225,5124,4782,4868,5135,5022,5034,4589,5135,4731,4828,4574,4359,4415,3978,3661
4726,238032,West Virginia University,Percent of applicants admitted,81.6%,71.9%,76.1%,85.8%,85.8%,85.1%,84.8%,87.0%,87.8%,87.7%,34.7%,40.1%,92.3%,89.4%,92.4%,93.9%,93.8%
4727,238032,West Virginia University,Percent of admitted who enrolled,31.1%,35.3%,31.2%,36.3%,36.4%,36.5%,37.4%,40.4%,36.7%,38.8%,100.0%,100.0%,45.2%,46.3%,47.6%,46.3%,44.4%
4746,240277,University of Wisconsin-Green Bay,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4747,240277,University of Wisconsin-Green Bay,Number of applicants,3222,2705,2687,2137,1945,2520,2629,2527,2742,2928,2761,2916,2776,2454,2696,2323,2200
4748,240277,University of Wisconsin-Green Bay,Number admitted,2532,2043,1965,1810,1699,2136,2251,2156,2487,2630,2455,2462,2222,2256,2282,2003,1930
4749,240277,University of Wisconsin-Green Bay,Number admitted who enrolled,1330,975,872,789,770,921,910,906,1049,1017,1003,1028,925,998,970,916,920
4750,240277,University of Wisconsin-Green Bay,Percent of applicants admitted,78.6%,75.5%,73.1%,84.7%,87.4%,84.8%,85.6%,85.3%,90.7%,89.8%,88.9%,84.4%,80.0%,91.9%,84.6%,86.2%,87.7%
4751,240277,University of Wisconsin-Green Bay,Percent of admitted who enrolled,52.5%,47.7%,44.4%,43.6%,45.3%,43.1%,40.4%,42.0%,42.2%,38.7%,40.9%,41.8%,41.6%,44.2%,42.5%,45.7%,47.7%
4782,240444,University of Wisconsin-Madison,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4783,240444,University of Wisconsin-Madison,Number of applicants,42727,35596,32839,28007,25438,23324,21352,21689,21390,22613,22289,20436,20156,19263,19342,19737,19249
4784,240444,University of Wisconsin-Madison,Number admitted,22104,19153,17281,16134,14484,15841,14651,14417,14225,13446,14004,13403,14734,13723,13447,12992,13683
4785,240444,University of Wisconsin-Madison,Number admitted who enrolled,6862,6609,6430,6269,6264,6279,5828,5927,5680,5773,5994,5643,6141,5641,5579,5514,6095
4786,240444,University of Wisconsin-Madison,Percent of applicants admitted,51.7%,53.8%,52.6%,57.6%,56.9%,67.9%,68.6%,66.5%,66.5%,59.5%,62.8%,65.6%,73.1%,71.2%,69.5%,65.8%,71.1%
4787,240444,University of Wisconsin-Madison,Percent of admitted who enrolled,31.0%,34.5%,37.2%,38.9%,43.2%,39.6%,39.8%,41.1%,39.9%,42.9%,42.8%,42.1%,41.7%,41.1%,41.5%,42.4%,44.5%
4788,240453,University of Wisconsin-Milwaukee,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4789,240453,University of Wisconsin-Milwaukee,Number of applicants,11879,10232,9991,8758,8067,8944,9359,9137,9610,10502,11136,9504,10073,9567,8790,7410,6392
4790,240453,University of Wisconsin-Milwaukee,Number admitted,8794,7416,7322,7513,7224,7699,8222,8227,8840,9776,10738,9314,9309,8492,7822,6556,5725
4791,240453,University of Wisconsin-Milwaukee,Number admitted who enrolled,4023,3233,3118,3315,3454,3492,3746,3827,4151,4118,4598,4090,4340,3821,3855,3309,3027
4792,240453,University of Wisconsin-Milwaukee,Percent of applicants admitted,74.0%,72.5%,73.3%,85.8%,89.6%,86.1%,87.9%,90.0%,92.0%,93.1%,96.4%,98.0%,92.4%,88.8%,89.0%,88.5%,89.6%
4793,240453,University of Wisconsin-Milwaukee,Percent of admitted who enrolled,45.7%,43.6%,42.6%,44.1%,47.8%,45.4%,45.6%,46.5%,47.0%,42.1%,42.8%,43.9%,46.6%,45.0%,49.3%,50.5%,52.9%
4812,240727,University of Wyoming,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
4813,240727,University of Wyoming,Number of applicants,5293,4306,4883,4657,4187,4181,3883,3713,3709,3589,3366,3283,3155,3211,2948,2954,2753
4814,240727,University of Wyoming,Number admitted,5083,4169,4643,4455,4089,4001,3728,3542,3557,3444,3220,3160,3008,3065,2796,2809,2658
4815,240727,University of Wyoming,Number admitted who enrolled,1859,1696,1551,1692,1567,1584,1536,1472,1594,1693,1641,1574,1421,1518,1416,1471,1446
4816,240727,University of Wyoming,Percent of applicants admitted,96.0%,96.8%,95.1%,95.7%,97.7%,95.7%,96.0%,95.4%,95.9%,96.0%,95.7%,96.3%,95.3%,95.5%,94.8%,95.1%,96.5%
4817,240727,University of Wyoming,Percent of admitted who enrolled,36.6%,40.7%,33.4%,38.0%,38.3%,39.6%,41.2%,41.6%,44.8%,49.2%,51.0%,49.8%,47.2%,49.5%,50.6%,52.4%,54.4%
5226,433660,Florida Gulf Coast University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
5227,433660,Florida Gulf Coast University,Number of applicants,14702,13832,15153,13608,13773,10804,10073,9199,8650,8298,6939,5597,4783,3449,2980,2578,2390
5228,433660,Florida Gulf Coast University,Number admitted,9545,8889,8508,8244,8110,7108,6811,6246,6046,5432,4541,4273,3388,2617,2175,1854,1823
5229,433660,Florida Gulf Coast University,Number admitted who enrolled,2902,2626,2551,2698,2775,2761,2776,2581,2241,1993,1884,1903,1634,1353,950,885,873
